window,gene,category,count,count_ols
10kb,hsd20b2,sig. negative,1,1
10kb,hsd3b1,sig. negative,1,1
10kb,hsd3b1,sig. positive,2,2
10kb,hsd3b7,sig. negative,1,1
10kb,hsf4,sig. negative,1,1
10kb,hsp70l,sig. positive,1,1
10kb,hsp90aa1.2,sig. negative,1,1
10kb,hsp90aa1.2,sig. positive,1,1
10kb,hsp90b1,sig. negative,1,1
10kb,hspa12a,sig. negative,2,2
10kb,hspa4b,sig. negative,1,1
10kb,hspa4b,sig. positive,1,1
10kb,hspa8b,sig. negative,1,1
10kb,hspb1,sig. negative,1,1
10kb,hspb1,sig. positive,2,2
10kb,hspb15,sig. positive,1,1
10kb,hspb2,sig. negative,1,1
10kb,hspb7,sig. positive,1,1
10kb,hspb8,sig. positive,1,1
10kb,hspb9,sig. negative,1,1
10kb,htatsf1,sig. negative,1,1
10kb,htatsf1,sig. positive,1,1
10kb,htr1ab,sig. positive,1,1
10kb,htr1d,sig. negative,1,1
10kb,htr1fa,sig. positive,1,1
10kb,htr1fb,sig. negative,1,1
10kb,htr1fb,sig. positive,1,1
10kb,htr2aa,sig. negative,1,1
10kb,htr2aa,sig. positive,1,1
10kb,htr2ab,sig. negative,1,1
10kb,htr2b,sig. positive,1,1
10kb,htr2cl1,sig. negative,1,1
10kb,htr3a,sig. negative,1,1
10kb,htr3a,sig. positive,2,2
10kb,htr5aa,sig. negative,2,2
10kb,htr5ab,sig. negative,1,1
10kb,htr7b,sig. negative,2,2
10kb,htr7b,sig. positive,2,2
10kb,htra1a,sig. positive,1,1
10kb,htra1b,sig. negative,1,1
10kb,htra3a,sig. positive,1,1
10kb,huwe1,sig. negative,1,1
10kb,hyal1,sig. negative,1,1
10kb,hyal2b,sig. negative,2,2
10kb,hyal3,sig. positive,1,1
10kb,hyal4,sig. negative,1,1
10kb,hyal4,sig. positive,2,2
10kb,hykk.2,sig. positive,1,1
10kb,hyou1,sig. negative,2,2
10kb,hyou1,sig. positive,1,1
10kb,hypk,sig. positive,1,1
10kb,ibtk,sig. positive,1,1
10kb,ica1,sig. negative,1,1
10kb,icam3,sig. negative,1,1
10kb,ice2,sig. negative,1,1
10kb,id2a,sig. positive,1,1
10kb,id3,sig. negative,1,1
10kb,id3,sig. positive,1,1
10kb,id4,sig. negative,1,1
10kb,idh1,sig. negative,1,1
10kb,idh3a,sig. positive,1,1
10kb,idh3g,sig. positive,1,1
10kb,ier2a,sig. positive,2,2
10kb,ier5,sig. negative,1,1
10kb,iffo1a,sig. negative,1,1
10kb,ifit10,sig. positive,1,1
10kb,ifit14,sig. negative,1,1
10kb,ifit16,sig. positive,1,1
10kb,ifit8,sig. negative,1,1
10kb,ifit8,sig. positive,1,1
10kb,ifnphi1,sig. positive,1,1
10kb,ifnphi4,sig. positive,1,1
10kb,ifrd2,sig. negative,1,1
10kb,ift172,sig. negative,1,1
10kb,ift46,sig. positive,1,1
10kb,ift52,sig. negative,1,1
10kb,igf2bp2a,sig. negative,1,1
10kb,igf2bp2b,sig. positive,1,1
10kb,igf2r,sig. negative,1,1
10kb,igf3,sig. negative,1,1
10kb,igf3,sig. positive,1,1
10kb,igfals,sig. negative,1,1
10kb,igfbp1a,sig. negative,1,1
10kb,igfbp2a,sig. positive,1,1
10kb,igfbp2b,sig. positive,1,1
10kb,igfbp6a,sig. negative,1,1
10kb,igfn1.1,sig. negative,1,1
10kb,igfn1.2,sig. negative,1,1
10kb,ighmbp2,sig. negative,1,1
10kb,igl4v8,sig. positive,1,1
10kb,igsf21a,sig. negative,1,1
10kb,igsf3,sig. positive,1,1
10kb,igsf5b,sig. negative,2,2
10kb,igsf9b,sig. positive,1,1
10kb,ihha,sig. positive,1,1
10kb,ikzf1,sig. negative,1,1
10kb,ikzf1,sig. positive,1,1
10kb,il10ra,sig. negative,1,1
10kb,il10rb,sig. negative,1,1
10kb,il11a,sig. positive,1,1
10kb,il12a,sig. negative,2,2
10kb,il12a,sig. positive,2,2
10kb,il12ba,sig. negative,1,1
10kb,il12ba,sig. positive,1,1
10kb,il12bb,sig. negative,1,1
10kb,il12bb,sig. positive,1,1
10kb,il12rb2,sig. positive,1,1
10kb,il12rb2l,sig. positive,1,1
10kb,il17a/f2,sig. negative,1,1
10kb,il17a/f2,sig. positive,2,2
10kb,il17rel,sig. positive,1,1
10kb,il19l,sig. negative,1,1
10kb,il1rapl1a,sig. negative,1,1
10kb,il1rapl1a,sig. positive,1,1
10kb,il21,sig. negative,1,1
10kb,il22,sig. negative,1,1
10kb,il2rga,sig. negative,1,1
10kb,il2rga,sig. positive,1,1
10kb,il2rgb,sig. negative,2,2
10kb,il2rgb,sig. positive,1,1
10kb,il34,sig. negative,2,2
10kb,il34,sig. positive,3,3
10kb,ildr1a,sig. positive,1,1
10kb,ilk,sig. positive,1,1
10kb,ilkap,sig. positive,1,1
10kb,illr1,sig. negative,2,2
10kb,illr1,sig. positive,3,3
10kb,im:7143333,sig. negative,1,1
10kb,immp2l,sig. negative,1,1
10kb,immt,sig. positive,1,1
10kb,imp4,sig. negative,1,1
10kb,impa1,sig. positive,1,1
10kb,impact,sig. negative,1,1
10kb,impdh1a,sig. negative,2,2
10kb,impdh1a,sig. positive,1,1
10kb,ing4,sig. negative,1,1
10kb,ing4,sig. positive,1,1
10kb,ing5a,sig. negative,1,1
10kb,inha,sig. negative,1,1
10kb,inka1b,sig. positive,1,1
10kb,ino80c,sig. negative,3,3
10kb,ino80c,sig. positive,1,1
10kb,inpp4ab,sig. negative,1,1
10kb,inpp5b,sig. negative,1,1
10kb,inpp5jb,sig. negative,1,1
10kb,inpp5ka,sig. positive,2,2
10kb,insig2,sig. positive,1,1
10kb,insl3,sig. negative,1,1
10kb,insl3,sig. positive,1,1
10kb,insl5b,sig. negative,1,1
10kb,insl5b,sig. positive,1,1
10kb,insra,sig. positive,1,1
10kb,insrb,sig. negative,1,1
10kb,ints1,sig. negative,1,1
10kb,ints13,sig. negative,1,1
10kb,ints2,sig. positive,1,1
10kb,ints4,sig. negative,1,1
10kb,ints5,sig. negative,1,1
10kb,ints6,sig. negative,1,1
10kb,ints7,sig. positive,1,1
10kb,ints8,sig. negative,1,1
10kb,intu,sig. negative,1,1
10kb,invs,sig. negative,1,1
10kb,invs,sig. positive,1,1
10kb,ipcef1,sig. positive,1,1
10kb,ipo11,sig. positive,1,1
10kb,ipo7,sig. negative,1,1
10kb,ipo7,sig. positive,1,1
10kb,ipo9,sig. negative,2,2
10kb,ipo9,sig. positive,1,1
10kb,iqcd,sig. negative,1,1
10kb,iqgap3,sig. negative,2,2
10kb,iqsec3b,sig. positive,2,2
10kb,irak1bp1,sig. negative,1,1
10kb,irak1bp1,sig. positive,1,1
10kb,irbpl,sig. negative,1,1
10kb,irbpl,sig. positive,1,1
10kb,irf4a,sig. negative,1,1
10kb,irf4b,sig. positive,1,1
10kb,irf5,sig. positive,1,1
10kb,irf6,sig. positive,1,1
10kb,irf9,sig. negative,1,1
10kb,irf9,sig. positive,1,1
10kb,irgf1,sig. negative,1,1
10kb,irgf4,sig. positive,1,1
10kb,irgq1,sig. positive,1,1
10kb,irs1,sig. positive,1,1
10kb,irx1a,sig. negative,2,2
10kb,irx1a,sig. positive,2,2
10kb,irx1b,sig. positive,2,2
10kb,irx2a,sig. negative,1,1
10kb,irx2a,sig. positive,2,2
10kb,irx3a,sig. positive,1,1
10kb,irx5a,sig. negative,1,1
10kb,irx5a,sig. positive,1,1
10kb,iscub,sig. positive,2,2
10kb,isg20,sig. negative,1,1
10kb,isg20l2,sig. positive,1,1
10kb,isl2b,sig. negative,2,2
10kb,isl2b,sig. positive,1,1
10kb,ism2b,sig. negative,1,1
10kb,ism2b,sig. positive,1,1
10kb,itfg1,sig. negative,1,1
10kb,itfg2,sig. positive,1,1
10kb,itga11b,sig. positive,1,1
10kb,itga2.2,sig. negative,1,1
10kb,itga2b,sig. positive,1,1
10kb,itga4,sig. negative,1,1
10kb,itga4,sig. positive,1,1
10kb,itga6b,sig. negative,1,1
10kb,itga8,sig. negative,1,1
10kb,itgae.2,sig. negative,1,1
10kb,itgb1b.2,sig. positive,1,1
10kb,itgb2,sig. positive,1,1
10kb,itgb4,sig. positive,1,1
10kb,itgb5,sig. negative,1,1
10kb,itgbl1,sig. negative,3,3
10kb,itgbl1,sig. positive,1,1
10kb,itm2ba,sig. negative,2,2
10kb,itm2ca,sig. negative,2,2
10kb,itm2ca,sig. positive,1,1
10kb,itpa,sig. negative,1,1
10kb,itpa,sig. positive,1,1
10kb,itpk1b,sig. positive,1,1
10kb,itpr1b,sig. negative,1,1
10kb,ivns1abpa,sig. positive,1,1
10kb,ivns1abpb,sig. negative,1,1
10kb,ivns1abpb,sig. positive,1,1
10kb,jac10,sig. positive,1,1
10kb,jac2,sig. negative,2,2
10kb,jac3,sig. positive,1,1
10kb,jac8,sig. negative,1,1
10kb,jac8,sig. positive,1,1
10kb,jac9,sig. positive,1,1
10kb,jade1,sig. negative,1,1
10kb,jade1,sig. positive,1,1
10kb,jade2,sig. negative,1,1
10kb,jade3,sig. negative,1,1
10kb,jak3,sig. negative,1,1
10kb,jakmip2,sig. negative,2,2
10kb,jakmip2,sig. positive,1,1
10kb,jam3a,sig. negative,1,1
10kb,jam3a,sig. positive,1,1
10kb,jam3b,sig. negative,1,1
10kb,jam3b,sig. positive,1,1
10kb,jazf1b,sig. positive,1,1
10kb,jdp2b,sig. negative,2,2
10kb,jdp2b,sig. positive,2,2
10kb,jmjd7,sig. negative,1,1
10kb,jmjd7,sig. positive,1,1
10kb,josd1,sig. positive,2,2
10kb,jph1b,sig. negative,1,1
10kb,jph2,sig. negative,1,1
10kb,jph2,sig. positive,1,1
10kb,jpt2,sig. negative,1,1
10kb,jtb,sig. negative,1,1
10kb,jtb,sig. positive,1,1
10kb,junba,sig. positive,1,1
10kb,june,sig. negative,1,1
10kb,kalrnb,sig. negative,1,1
10kb,kansl2,sig. negative,1,1
10kb,kansl3,sig. negative,2,2
10kb,kansl3,sig. positive,2,2
10kb,kars1,sig. positive,1,1
10kb,kat14,sig. positive,2,2
10kb,kat5b,sig. negative,1,1
10kb,kat6b,sig. negative,1,1
10kb,kat6b,sig. positive,2,2
10kb,katnal1,sig. negative,1,1
10kb,katnal2,sig. positive,1,1
10kb,kazald2,sig. positive,1,1
10kb,kazna,sig. negative,1,1
10kb,kazna,sig. positive,1,1
10kb,kbtbd3,sig. positive,1,1
10kb,kbtbd8,sig. negative,2,2
10kb,kbtbd8,sig. positive,1,1
10kb,kcna1a,sig. negative,1,1
10kb,kcna1a,sig. positive,1,1
10kb,kcna1b,sig. positive,1,1
10kb,kcna2b,sig. negative,1,1
10kb,kcna4,sig. positive,1,1
10kb,kcnab1a,sig. negative,1,1
10kb,kcnc1b,sig. negative,1,1
10kb,kcnc3a,sig. positive,2,2
10kb,kcnc4,sig. negative,1,1
10kb,kcnc4,sig. positive,1,1
10kb,kcnd1,sig. positive,2,2
10kb,kcnf1a,sig. negative,1,1
10kb,kcnf1a,sig. positive,1,1
10kb,kcng4b,sig. negative,1,1
10kb,kcng4b,sig. positive,1,1
10kb,kcnh3,sig. negative,1,1
10kb,kcnh3,sig. positive,1,1
10kb,kcnh4a,sig. negative,1,1
10kb,kcnh6a,sig. positive,1,1
10kb,kcnh6b,sig. positive,1,1
10kb,kcnip1b,sig. positive,1,1
10kb,kcnj11,sig. negative,1,1
10kb,kcnj11,sig. positive,2,2
10kb,kcnj12a,sig. positive,2,2
10kb,kcnj19b,sig. negative,1,1
10kb,kcnj1a.3,sig. positive,1,1
10kb,kcnj1a.5,sig. negative,1,1
10kb,kcnj1a.5,sig. positive,1,1
10kb,kcnj1b,sig. positive,1,1
10kb,kcnj3b,sig. negative,1,1
10kb,kcnk10a,sig. negative,1,1
10kb,kcnk10a,sig. positive,1,1
10kb,kcnk13a,sig. positive,1,1
10kb,kcnk15,sig. negative,2,2
10kb,kcnk15,sig. positive,1,1
10kb,kcnk18,sig. negative,2,2
10kb,kcnk18,sig. positive,1,1
10kb,kcnk2a,sig. negative,1,1
10kb,kcnk3b,sig. negative,1,1
10kb,kcnk3b,sig. positive,1,1
10kb,kcnk7,sig. negative,1,1
10kb,kcnma1a,sig. negative,1,1
10kb,kcnn1b,sig. negative,1,1
10kb,kcnn1b,sig. positive,1,1
10kb,kcnn2,sig. positive,1,1
10kb,kcnn4,sig. negative,1,1
10kb,kcnq2a,sig. negative,1,1
10kb,kcnv2a,sig. negative,2,2
10kb,kctd12.2,sig. negative,1,1
10kb,kctd14,sig. positive,1,1
10kb,kctd16a,sig. negative,1,1
10kb,kctd2,sig. positive,1,1
10kb,kctd5a,sig. positive,1,1
10kb,kctd6a,sig. positive,1,1
10kb,kctd8,sig. negative,1,1
10kb,kctd9b,sig. positive,1,1
10kb,kdelr2b,sig. negative,1,1
10kb,kdelr3,sig. positive,1,1
10kb,kdf1a,sig. negative,1,1
10kb,kdf1a,sig. positive,1,1
10kb,kdm2ab,sig. positive,2,2
10kb,kdm2bb,sig. positive,1,1
10kb,kdm3b,sig. negative,2,2
10kb,kdm3b,sig. positive,1,1
10kb,kdm4ab,sig. negative,1,1
10kb,kdm4b,sig. negative,1,1
10kb,kdm4b,sig. positive,1,1
10kb,kdm4c,sig. negative,1,1
10kb,kdm6ba,sig. negative,1,1
10kb,kdm6ba,sig. positive,1,1
10kb,kdm6bb,sig. positive,1,1
10kb,kdrl,sig. positive,1,1
10kb,khdrbs1a,sig. positive,1,1
10kb,khsrp,sig. negative,1,1
10kb,khsrp,sig. positive,1,1
10kb,kidins220b,sig. negative,1,1
10kb,kidins220b,sig. positive,2,2
10kb,kif13bb,sig. positive,1,1
10kb,kif16ba,sig. negative,1,1
10kb,kif16ba,sig. positive,1,1
10kb,kif16bb,sig. positive,1,1
10kb,kif18a,sig. negative,1,1
10kb,kif18a,sig. positive,2,2
10kb,kif1aa,sig. positive,1,1
10kb,kif1ab,sig. negative,1,1
10kb,kif20ba,sig. negative,1,1
10kb,kif21a,sig. negative,2,2
10kb,kif21a,sig. positive,1,1
10kb,kif23,sig. negative,2,2
10kb,kif26ba,sig. negative,1,1
10kb,kif26ba,sig. positive,1,1
10kb,kif3a,sig. negative,1,1
10kb,kif5aa,sig. positive,1,1
10kb,kif5c,sig. negative,1,1
10kb,kif5c,sig. positive,1,1
10kb,kifap3b,sig. positive,1,1
10kb,kifc1,sig. negative,1,1
10kb,kiss1,sig. positive,1,1
10kb,kita,sig. positive,1,1
10kb,kitlga,sig. positive,1,1
10kb,klf1,sig. negative,1,1
10kb,klf17,sig. negative,1,1
10kb,klf17,sig. positive,1,1
10kb,klf2b,sig. positive,1,1
10kb,klf3,sig. negative,1,1
10kb,klf5b,sig. negative,2,2
10kb,klf7a,sig. negative,2,2
10kb,klf9,sig. negative,1,1
10kb,klhdc7a,sig. negative,1,1
10kb,klhl11,sig. positive,1,1
10kb,klhl12,sig. positive,1,1
10kb,klhl17,sig. positive,1,1
10kb,klhl23,sig. positive,1,1
10kb,klhl24a,sig. negative,1,1
10kb,klhl24a,sig. positive,1,1
10kb,klhl24b,sig. negative,1,1
10kb,klhl24b,sig. positive,1,1
10kb,klhl29,sig. negative,1,1
10kb,klhl30,sig. positive,1,1
10kb,klhl38a,sig. positive,1,1
10kb,klhl38b,sig. positive,1,1
10kb,klhl41a,sig. negative,2,2
10kb,klhl41a,sig. positive,1,1
10kb,klhl41b,sig. positive,1,1
10kb,klhl42,sig. negative,1,1
10kb,klhl42,sig. positive,1,1
10kb,klhl43,sig. negative,1,1
10kb,klhl43,sig. positive,1,1
10kb,klhl5,sig. negative,1,1
10kb,klhl5,sig. positive,1,1
10kb,klhl6,sig. negative,1,1
10kb,klhl7,sig. positive,1,1
10kb,kmt2ba,sig. positive,1,1
10kb,kmt2cb,sig. positive,1,1
10kb,kmt2d,sig. positive,1,1
10kb,kmt5ab,sig. positive,1,1
10kb,kmt5b,sig. positive,1,1
10kb,kng1,sig. negative,2,2
10kb,kng1,sig. positive,1,1
10kb,knop1,sig. positive,1,1
10kb,knstrn,sig. positive,1,1
10kb,kpna1,sig. positive,1,1
10kb,kpna6,sig. negative,2,2
10kb,kpna6,sig. positive,1,1
10kb,kpna7,sig. negative,1,1
10kb,kras,sig. negative,1,1
10kb,kras,sig. positive,2,2
10kb,krcp,sig. negative,2,2
10kb,krcp,sig. positive,2,2
10kb,kri1,sig. negative,1,1
10kb,kri1,sig. positive,1,1
10kb,krit1,sig. negative,2,2
10kb,krit1,sig. positive,1,1
10kb,krr1,sig. positive,1,1
10kb,krt17,sig. negative,1,1
10kb,krt18a.1,sig. negative,1,1
10kb,krt18b,sig. negative,1,1
10kb,krt18b,sig. positive,2,2
10kb,krt5,sig. positive,1,1
10kb,krt8,sig. negative,1,1
10kb,krt92,sig. negative,1,1
10kb,krt92,sig. positive,1,1
10kb,krt98,sig. negative,3,3
10kb,krt98,sig. positive,2,2
10kb,krt99,sig. negative,1,1
10kb,ky,sig. negative,1,1
10kb,kyat1,sig. negative,1,1
10kb,kyat1,sig. positive,2,2
10kb,l1cama,sig. positive,1,1
10kb,l2hgdh,sig. negative,3,3
10kb,l2hgdh,sig. positive,1,1
10kb,l3hypdh,sig. negative,2,2
10kb,l3mbtl3,sig. positive,1,1
10kb,lacc1,sig. negative,1,1
10kb,lad1,sig. positive,1,1
10kb,lama2,sig. negative,1,1
10kb,lamb2l,sig. negative,2,2
10kb,lamc1,sig. negative,1,1
10kb,lamc1,sig. positive,1,1
10kb,lamp2,sig. positive,1,1
10kb,lamtor1,sig. negative,1,1
10kb,lamtor3,sig. positive,1,1
10kb,lancl1,sig. negative,1,1
10kb,lancl2,sig. negative,1,1
10kb,large1,sig. positive,1,1
10kb,larp1b,sig. negative,1,1
10kb,larp4aa,sig. negative,1,1
10kb,larp4ab,sig. negative,1,1
10kb,larp4b,sig. negative,1,1
10kb,larp4b,sig. positive,1,1
10kb,lars2,sig. positive,1,1
10kb,lats1,sig. negative,1,1
10kb,layna,sig. positive,1,1
10kb,lbr,sig. negative,3,3
10kb,lcat,sig. positive,1,1
10kb,lcp1,sig. positive,1,1
10kb,lctla,sig. negative,1,1
10kb,lctlb,sig. positive,1,1
10kb,ldb1b,sig. negative,1,1
10kb,ldb1b,sig. positive,1,1
10kb,ldb3a,sig. negative,1,1
10kb,ldb3b,sig. negative,1,1
10kb,ldb3b,sig. positive,1,1
10kb,ldhba,sig. negative,1,1
10kb,ldhba,sig. positive,1,1
10kb,ldhbb,sig. positive,1,1
10kb,ldlrad2,sig. negative,1,1
10kb,ldlrad2,sig. positive,1,1
10kb,ldlrad3,sig. positive,1,1
10kb,ldlrap1a,sig. positive,1,1
10kb,ldlrb,sig. positive,1,1
10kb,lectin,sig. negative,1,1
10kb,lectin,sig. positive,1,1
10kb,lef1,sig. negative,1,1
10kb,lemd3,sig. negative,1,1
10kb,leng1,sig. negative,1,1
10kb,leng8,sig. negative,1,1
10kb,leng8,sig. positive,1,1
10kb,lepa,sig. negative,1,1
10kb,lepa,sig. positive,1,1
10kb,lepr,sig. negative,1,1
10kb,lfng,sig. negative,1,1
10kb,lft1,sig. positive,1,1
10kb,lgals1l1,sig. negative,1,1
10kb,lgals2a,sig. positive,1,1
10kb,lgals9l1,sig. positive,1,1
10kb,lgalsla,sig. negative,1,1
10kb,lgi2b,sig. positive,2,2
10kb,lgi3,sig. negative,1,1
10kb,lgmn,sig. negative,2,2
10kb,lgmn,sig. positive,1,1
10kb,lgsn,sig. positive,1,1
10kb,lhfpl2b,sig. negative,1,1
10kb,lhfpl3,sig. negative,1,1
10kb,lhfpl3,sig. positive,1,1
10kb,lhfpl4a,sig. negative,2,2
10kb,lhfpl5b,sig. negative,1,1
10kb,lhx5,sig. positive,1,1
10kb,lhx8a,sig. negative,1,1
10kb,lifra,sig. positive,1,1
10kb,lifrb,sig. positive,1,1
10kb,lig1,sig. negative,1,1
10kb,lig3,sig. negative,2,2
10kb,lig3,sig. positive,2,2
10kb,lim2.1,sig. negative,1,1
10kb,lim2.4,sig. positive,1,1
10kb,limd2,sig. positive,1,1
10kb,lims2,sig. negative,1,1
10kb,lims2,sig. positive,2,2
10kb,lin52,sig. negative,1,1
10kb,lin52,sig. positive,1,1
10kb,lin54,sig. negative,1,1
10kb,lin7a,sig. negative,1,1
10kb,lin7b,sig. positive,1,1
10kb,linc.alien,sig. positive,1,1
10kb,lingo1a,sig. positive,2,2
10kb,lingo2b,sig. positive,2,2
10kb,lingo4b,sig. negative,1,1
10kb,lins1,sig. negative,1,1
10kb,lins1,sig. positive,1,1
10kb,lipca,sig. positive,1,1
10kb,llgl1,sig. positive,1,1
10kb,llgl2,sig. positive,1,1
10kb,lman2,sig. positive,1,1
10kb,lman2lb,sig. positive,1,1
10kb,lmbr1l,sig. negative,1,1
10kb,lmbr1l,sig. positive,1,1
10kb,lmf1,sig. negative,1,1
10kb,lmf1,sig. positive,1,1
10kb,lmf2a,sig. negative,1,1
10kb,lmna,sig. positive,1,1
10kb,lmnb2,sig. negative,1,1
10kb,lmnb2,sig. positive,1,1
10kb,lmnl3,sig. positive,1,1
10kb,lmo7a,sig. negative,1,1
10kb,lmo7a,sig. positive,1,1
10kb,lmod1a,sig. negative,1,1
10kb,lmod2b,sig. positive,1,1
10kb,lmod3,sig. positive,1,1
10kb,lmtk2,sig. negative,2,2
10kb,lmtk2,sig. positive,1,1
10kb,lmx1a,sig. positive,1,1
10kb,lmx1al,sig. negative,1,1
10kb,lmx1bb,sig. positive,2,2
10kb,lnpk,sig. positive,1,1
10kb,lonp1,sig. negative,2,2
10kb,lonp1,sig. positive,2,2
10kb,lonrf1,sig. negative,1,1
10kb,lonrf1,sig. positive,1,1
10kb,loxa,sig. negative,1,1
10kb,loxl2b,sig. negative,1,1
10kb,loxl2b,sig. positive,1,1
10kb,loxl3b,sig. positive,1,1
10kb,loxl5b,sig. positive,2,2
10kb,lpar3,sig. negative,1,1
10kb,lpar5b,sig. negative,1,1
10kb,lpar5b,sig. positive,1,1
10kb,lpcat3,sig. positive,1,1
10kb,lpgat1,sig. positive,1,1
10kb,lpp,sig. negative,1,1
10kb,lrba,sig. positive,1,1
10kb,lrch2,sig. negative,1,1
10kb,lrch3,sig. positive,1,1
10kb,lrfn2b,sig. negative,1,1
10kb,lrfn2b,sig. positive,1,1
10kb,lrig1,sig. negative,1,1
10kb,lrig1,sig. positive,1,1
10kb,lrig2,sig. negative,1,1
10kb,lrp13,sig. negative,1,1
10kb,lrp1bb,sig. negative,1,1
10kb,lrp1bb,sig. positive,1,1
10kb,lrp3,sig. negative,3,3
10kb,lrp3,sig. positive,3,3
10kb,lrp5,sig. negative,1,1
10kb,lrp5,sig. positive,2,2
10kb,lrpprc,sig. positive,1,1
10kb,lrrc20,sig. negative,1,1
10kb,lrrc24,sig. positive,1,1
10kb,lrrc32,sig. positive,1,1
10kb,lrrc3ca,sig. negative,1,1
10kb,lrrc3ca,sig. positive,1,1
10kb,lrrc42,sig. negative,1,1
10kb,lrrc4ba,sig. positive,1,1
10kb,lrrc4bb,sig. negative,1,1
10kb,lrrc51,sig. negative,1,1
10kb,lrrc57,sig. negative,1,1
10kb,lrrc57,sig. positive,1,1
10kb,lrrc61,sig. positive,1,1
10kb,lrrc7,sig. positive,1,1
10kb,lrrc73,sig. negative,1,1
10kb,lrrc74a,sig. positive,1,1
10kb,lrrc8db,sig. negative,1,1
10kb,lrrc9,sig. negative,1,1
10kb,lrrfip1a,sig. negative,1,1
10kb,lrrfip1a,sig. positive,1,1
10kb,lrrfip1b,sig. positive,1,1
10kb,lrrfip2,sig. positive,1,1
10kb,lrrn1,sig. negative,1,1
10kb,lrrtm1,sig. positive,2,2
10kb,lrrtm4l2,sig. positive,1,1
10kb,lrwd1,sig. negative,1,1
10kb,lsg1,sig. positive,1,1
10kb,lsm12a,sig. negative,1,1
10kb,lsm12a,sig. positive,1,1
10kb,lsm5,sig. negative,1,1
10kb,lsm6,sig. negative,1,1
10kb,lsm6,sig. positive,1,1
10kb,lss,sig. positive,1,1
10kb,lta,sig. negative,1,1
10kb,ltbp1,sig. positive,1,1
10kb,lurap1,sig. positive,1,1
10kb,ly6m6,sig. positive,1,1
10kb,ly86,sig. negative,1,1
10kb,ly86,sig. positive,1,1
10kb,ly97.2,sig. negative,1,1
10kb,ly97.2,sig. positive,2,2
10kb,lygl1,sig. negative,1,1
10kb,lypd6,sig. positive,1,1
10kb,lypla2,sig. negative,1,1
10kb,lypla2,sig. positive,1,1
10kb,lyplal1,sig. negative,1,1
10kb,lyplal1,sig. positive,1,1
10kb,lyrm5b,sig. negative,1,1
10kb,lyrm5b,sig. positive,1,1
10kb,lysmd1,sig. negative,1,1
10kb,lysmd2,sig. negative,2,2
10kb,lysmd2,sig. positive,1,1
10kb,lysmd3,sig. negative,1,1
10kb,lysmd3,sig. positive,1,1
10kb,lyve1b,sig. negative,2,2
10kb,lyve1b,sig. positive,1,1
10kb,lzts2a,sig. positive,1,1
10kb,m17,sig. negative,1,1
10kb,m17,sig. positive,1,1
10kb,m6pr,sig. positive,1,1
10kb,mab21l2,sig. positive,2,2
10kb,macrod1,sig. positive,1,1
10kb,macroh2a2,sig. negative,1,1
10kb,mad2l1bp,sig. negative,1,1
10kb,mad2l1bp,sig. positive,1,1
10kb,maea,sig. negative,1,1
10kb,maea,sig. positive,2,2
10kb,mafa,sig. negative,1,1
10kb,mafa,sig. positive,1,1
10kb,mafba,sig. positive,1,1
10kb,mafbb,sig. negative,1,1
10kb,mafk,sig. negative,1,1
10kb,magi1a,sig. negative,5,5
10kb,magi1a,sig. positive,3,3
10kb,magi2b,sig. positive,1,1
10kb,maip1,sig. negative,1,1
10kb,mak,sig. negative,1,1
10kb,mak16,sig. positive,2,2
10kb,malt3,sig. positive,1,1
10kb,mamdc2a,sig. negative,1,1
10kb,man1a2,sig. negative,1,1
10kb,man1b1b,sig. negative,2,2
10kb,man2a2,sig. positive,1,1
10kb,man2b1,sig. negative,1,1
10kb,man2c1,sig. positive,1,1
10kb,manbal,sig. negative,1,1
10kb,mansc1,sig. negative,1,1
10kb,mao,sig. negative,1,1
10kb,mao,sig. positive,1,1
10kb,map1lc3a,sig. positive,1,1
10kb,map1sb,sig. positive,1,1
10kb,map2,sig. positive,1,1
10kb,map2k1,sig. negative,1,1
10kb,map2k2a,sig. positive,1,1
10kb,map2k2b,sig. negative,1,1
10kb,map3k12,sig. negative,1,1
10kb,map3k15,sig. positive,1,1
10kb,map3k22,sig. negative,1,1
10kb,map3k4,sig. positive,1,1
10kb,map4k2,sig. positive,2,2
10kb,map6a,sig. negative,1,1
10kb,map6a,sig. positive,1,1
10kb,map6d1,sig. negative,1,1
10kb,map7d1a,sig. positive,1,1
10kb,map7d1b,sig. negative,1,1
10kb,map7d1b,sig. positive,1,1
10kb,map7d2a,sig. positive,1,1
10kb,mapk1,sig. negative,2,2
10kb,mapk1,sig. positive,1,1
10kb,mapk11,sig. positive,1,1
10kb,mapk12a,sig. negative,1,1
10kb,mapk12b,sig. positive,1,1
10kb,mapk14b,sig. negative,2,2
10kb,mapk14b,sig. positive,2,2
10kb,mapk15,sig. negative,1,1
10kb,mapk8a,sig. positive,1,1
10kb,mapk8b,sig. negative,1,1
10kb,mapk8b,sig. positive,1,1
10kb,mapk8ip1a,sig. negative,1,1
10kb,mapk8ip2,sig. negative,3,3
10kb,mapk9,sig. negative,1,1
10kb,mapkap1,sig. negative,1,1
10kb,mapre2,sig. positive,2,2
10kb,mapre3a,sig. negative,1,1
10kb,mapre3a,sig. positive,1,1
10kb,mapre3b,sig. negative,1,1
10kb,maptb,sig. positive,1,1
10kb,marcksa,sig. positive,1,1
10kb,marcksb,sig. positive,1,1
10kb,marcksl1a,sig. negative,1,1
